chunk,start,end,n_bg,cut,bg_accept,bg_reject,tt_eff,aa_eff,sig_eff_combined,tt_min,aa_min,tt_eff_avg,aa_eff_avg,n_tt_eff,n_aa_eff
129,6450000,6500000,50000,89.30116271972656,0.0025,0.9975,95.3493264768695,27.250701189754828,61.300013833312164,8.142343521118164,1.6364086866378784,,,,
130,6500000,6550000,50000,90.40332794189453,0.0025,0.9975,95.16776865164219,26.833706454574152,61.00073755310817,8.142343521118164,1.6364086866378784,,,,
131,6550000,6600000,50000,88.44242095947266,0.0025,0.9975,95.4886282402096,27.58796166950287,61.538294954856234,8.142343521118164,1.6364086866378784,,,,
132,6600000,6650000,50000,82.65473937988281,0.0025,0.9975,96.36280052050158,29.99622645617065,63.17951348833611,8.142343521118164,1.6364086866378784,,,,
133,6650000,6700000,50000,85.78694152832031,0.0025,0.9975,95.9038477635845,28.638748489675365,62.27129812662993,8.142343521118164,1.6364086866378784,,,,
134,6700000,6750000,50000,83.53811645507812,0.0025,0.9975,96.23791237149166,29.599641513336213,62.918776942413935,8.142343521118164,1.6364086866378784,,,,
135,6750000,6800000,50000,80.29920196533203,0.0025,0.9975,96.68831543792096,31.065518154737067,63.87691679632901,8.142343521118164,1.6364086866378784,,,,
136,6800000,6850000,50000,84.83685302734375,0.0025,0.9975,96.0433733408117,29.038417578908792,62.540895459860245,8.142343521118164,1.6364086866378784,,,,
137,6850000,6900000,50000,79.10591888427734,0.0025,0.9975,96.84941667386602,31.629463394810653,64.23944003433833,8.142343521118164,1.6364086866378784,,,,
138,6900000,6950000,50000,80.07234191894531,0.0025,0.9975,96.71835126157174,31.175549613030338,63.94695043730104,8.142343521118164,1.6364086866378784,,,,
139,6950000,7000000,50000,84.24772644042969,0.0025,0.9975,96.13397320231567,29.289594090049818,62.711783646182745,8.142343521118164,1.6364086866378784,,,,
140,7000000,7050000,50000,82.32129669189453,0.0025,0.9975,96.40519087072107,30.144900454639462,63.27504566268027,8.142343521118164,1.6364086866378784,,,,
141,7050000,7100000,50000,93.30612182617188,0.0025,0.9975,94.6808391588358,25.787183013247315,60.234011086041555,8.142343521118164,1.6364086866378784,,,,
142,7100000,7150000,50000,81.82962799072266,0.0025,0.9975,96.47484175239111,30.359157919180852,63.41699983578599,8.142343521118164,1.6364086866378784,,,,
143,7150000,7200000,50000,81.10523986816406,0.0025,0.9975,96.57788566601864,30.688798743119634,63.63334220456914,8.142343521118164,1.6364086866378784,,,,
144,7200000,7250000,50000,80.4920425415039,0.0025,0.9975,96.6604282275865,30.97181453032079,63.81612137895364,8.142343521118164,1.6364086866378784,,,,
145,7250000,7300000,50000,83.65363311767578,0.0025,0.9975,96.22130538106776,29.5499323301996,62.88561885563368,8.142343521118164,1.6364086866378784,,,,
146,7300000,7350000,50000,87.65707397460938,0.0025,0.9975,95.61208398034198,27.893655003755402,61.75286949204869,8.142343521118164,1.6364086866378784,,,,
147,7350000,7400000,50000,81.4742202758789,0.0025,0.9975,96.52681133697911,30.5216198662569,63.524215601618,8.142343521118164,1.6364086866378784,,,,
148,7400000,7450000,50000,78.18246459960938,0.0025,0.9975,96.97103714012405,32.07285479475913,64.5219459674416,8.142343521118164,1.6364086866378784,,,,
149,7450000,7500000,50000,79.89571380615234,0.0025,0.9975,96.74189648249619,31.257188782415287,63.999542632455736,8.142343521118164,1.6364086866378784,,,,
150,7500000,7550000,50000,79.57970428466797,0.0025,0.9975,96.78464493493506,31.404864968813836,64.09475495187445,8.142343521118164,1.6364086866378784,,,,
151,7550000,7600000,50000,77.91390991210938,0.0025,0.9975,97.00586258095908,32.20411243709248,64.60498750902578,8.142343521118164,1.6364086866378784,,,,
152,7600000,7650000,50000,78.42060089111328,0.0025,0.9975,96.93974795870544,31.960102030819694,64.44992499476257,8.142343521118164,1.6364086866378784,,,,
153,7650000,7700000,50000,80.52916717529297,0.0025,0.9975,96.65568337317967,30.954398174185332,63.8050407736825,8.142343521118164,1.6364086866378784,,,,
154,7700000,7750000,50000,80.02607727050781,0.0025,0.9975,96.72408089708188,31.19822716008171,63.961154028581795,8.142343521118164,1.6364086866378784,,,,
155,7750000,7800000,50000,85.29879760742188,0.0025,0.9975,95.9769453791161,28.84438848633723,62.41066693272667,8.142343521118164,1.6364086866378784,,,,
156,7800000,7850000,50000,81.14649963378906,0.0025,0.9975,96.57188745384398,30.67247090924264,63.622179181543316,8.142343521118164,1.6364086866378784,,,,
157,7850000,7900000,50000,78.1451644897461,0.0025,0.9975,96.97555818064377,32.091450383341254,64.53350428199252,8.142343521118164,1.6364086866378784,,,,
158,7900000,7950000,50000,75.02564239501953,0.0025,0.9975,97.36150284758409,33.66500001814204,65.51325143286306,8.142343521118164,1.6364086866378784,,,,
159,7950000,8000000,50000,81.48604583740234,0.0025,0.9975,96.52537892810157,30.516086544776364,63.52073273643897,8.142343521118164,1.6364086866378784,,,,
160,8000000,8050000,50000,79.35359191894531,0.0025,0.9975,96.81727699967637,31.512175121460942,64.16472606056865,8.142343521118164,1.6364086866378784,,,,
161,8050000,8100000,50000,78.39506530761719,0.0025,0.9975,96.94332898089928,31.971985065474612,64.45765702318695,8.142343521118164,1.6364086866378784,,,,
162,8100000,8150000,50000,80.0984878540039,0.0025,0.9975,96.71575502048121,31.163031607057977,63.93939331376959,8.142343521118164,1.6364086866378784,,,,
163,8150000,8200000,50000,78.64498901367188,0.0025,0.9975,96.91235313892263,31.849072760456163,64.3807129496894,8.142343521118164,1.6364086866378784,,,,
164,8200000,8250000,50000,76.66717529296875,0.0025,0.9975,97.16145799528111,32.82402586328886,64.99274192928499,8.142343521118164,1.6364086866378784,,,,
165,8250000,8300000,50000,79.32098388671875,0.0025,0.9975,96.82108183575731,31.52750514326767,64.1742934895125,8.142343521118164,1.6364086866378784,,,,
166,8300000,8350000,50000,78.52375793457031,0.0025,0.9975,96.92591626048177,31.907852962413326,64.41688461144754,8.142343521118164,1.6364086866378784,,,,
167,8350000,8400000,50000,74.68341064453125,0.0025,0.9975,97.4052808439037,33.84515045191816,65.62521564791092,8.142343521118164,1.6364086866378784,,,,
168,8400000,8450000,50000,75.66795349121094,0.0025,0.9975,97.2863013815136,33.32764882820579,65.30697510485969,8.142343521118164,1.6364086866378784,,,,
169,8450000,8500000,50000,78.23448944091797,0.0025,0.9975,96.96414367240092,32.04718381149697,64.50566374194895,8.142343521118164,1.6364086866378784,,,,
170,8500000,8550000,50000,76.49063110351562,0.0025,0.9975,97.18643562508309,32.912286876412814,65.04936125074795,8.142343521118164,1.6364086866378784,,,,
171,8550000,8600000,50000,74.5888442993164,0.0025,0.9975,97.41906777934994,33.89622028787785,65.6576440336139,8.142343521118164,1.6364086866378784,,,,
172,8600000,8650000,50000,76.72126007080078,0.0025,0.9975,97.15384832311922,32.794907892874896,64.97437810799705,8.142343521118164,1.6364086866378784,,,,
